Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type Reclassify,Partition
301.000,312.200,1489,40.300,117,0,"3","2_Testing"
301.100,312.300,1486,34.900,122,0,"1","1_Training"
301.100,312.400,1430,37.900,124,0,"1","1_Training"
301.100,312.400,1809,25.100,126,0,"2","1_Training"
301.100,312.300,1534,39.000,129,0,"1","2_Testing"
301.100,312.300,1852,25.900,131,0,"2","1_Training"
301.100,312.300,1595,31.900,134,0,"1","1_Training"
301.000,312.300,1424,43.500,136,0,"1","2_Testing"
301.000,312.200,1776,28.800,138,0,"1","2_Testing"
301.000,312.200,1499,41.500,140,0,"2","1_Training"
300.900,312.100,1359,51.700,146,0,"1","1_Training"
300.900,312.100,1617,31.000,148,0,"2","1_Training"
300.800,312.000,1443,53.300,151,0,"2","1_Training"
300.800,312.000,1374,50.200,154,0,"1","2_Testing"
300.900,312.100,1851,23.000,156,0,"2","1_Training"
300.800,312.000,1274,67.300,159,0,"2","1_Training"
300.900,312.000,1533,44.000,162,0,"1","2_Testing"
300.800,312.000,1477,37.300,164,0,"1","2_Testing"
300.900,312.100,1462,46.000,166,0,"1","2_Testing"
301.000,312.100,1664,28.400,168,0,"2","1_Training"
300.800,311.900,1414,41.100,171,0,"1","2_Testing"
300.900,312.000,2129,17.800,173,0,"3","1_Training"
300.800,311.800,1323,61.100,178,0,"1","1_Training"
300.800,311.800,1427,43.300,180,0,"1","1_Training"
300.900,312.000,1375,56.100,182,0,"2","1_Training"
300.900,312.000,1402,50.700,185,0,"2","2_Testing"
300.900,312.000,1500,44.200,188,0,"1","1_Training"
301.000,312.000,1558,37.500,190,0,"2","1_Training"
300.900,312.000,1447,41.400,193,0,"2","2_Testing"
301.000,312.000,1518,39.300,196,0,"1","2_Testing"
301.000,311.900,1889,23.500,198,0,"1","2_Testing"
301.000,312.100,1675,30.700,200,0,"1","1_Training"
300.900,312.000,1720,27.900,202,0,"3","1_Training"
301.000,312.000,1499,34.600,207,0,"2","1_Training"
300.900,312.000,1441,43.800,210,0,"1","2_Testing"
300.900,312.000,1397,42.700,212,0,"3","1_Training"
300.900,312.000,1493,38.700,217,0,"1","1_Training"
300.800,312.000,1422,50.700,219,0,"2","2_Testing"
300.600,311.900,1425,44.900,224,0,"1","1_Training"
300.600,311.800,1501,44.800,226,0,"1","1_Training"
300.600,311.900,1629,35.300,0,0,"2","1_Training"
300.600,312.000,1490,42.200,3,0,"1","1_Training"
300.700,312.000,1550,32.400,5,0,"1","1_Training"
300.800,312.000,1416,46.500,7,0,"1","2_Testing"
300.700,311.900,1485,38.800,9,0,"1","2_Testing"
300.700,311.800,1564,36.800,11,0,"1","1_Training"
300.700,311.700,1910,19.700,13,0,"1","1_Training"
300.700,311.700,1460,46.100,15,0,"1","1_Training"
300.700,311.800,1603,34.100,17,0,"1","1_Training"
300.700,311.800,1486,47.300,19,0,"1","1_Training"
300.800,311.900,1560,31.800,21,0,"1","2_Testing"
300.800,311.900,1498,39.300,23,0,"1","1_Training"
300.800,311.900,1431,48.500,25,0,"3","1_Training"
300.800,311.900,1486,45.100,30,0,"1","1_Training"
300.700,311.900,1486,35.800,32,0,"1","1_Training"
300.700,311.800,1441,38.100,34,0,"1","2_Testing"
300.700,311.900,1366,55.100,36,0,"2","1_Training"
300.600,311.800,1471,41.400,39,0,"1","1_Training"
300.600,311.900,1463,38.200,41,0,"1","1_Training"
300.600,311.900,1413,41.300,43,0,"1","1_Training"
300.600,311.900,1604,30.500,45,0,"3","1_Training"
300.700,312.000,1401,51.100,50,0,"1","1_Training"
300.600,311.800,1652,27.200,52,0,"1","1_Training"
300.500,311.900,1403,45.700,54,0,"1","1_Training"
300.500,311.900,1887,21.700,56,0,"1","1_Training"
300.400,311.800,1405,47.900,58,0,"1","1_Training"
300.200,311.600,1496,41.100,60,0,"3","1_Training"
300.100,311.500,1499,43.400,65,0,"1","2_Testing"
300.200,311.500,1549,37.200,67,0,"1","1_Training"
300.300,311.600,1515,44.900,69,0,"1","1_Training"
300.200,311.600,1540,37.700,71,0,"1","1_Training"
300.200,311.500,1426,44.300,73,0,"3","2_Testing"
300.200,311.600,1465,41.400,78,0,"2","1_Training"
300.300,311.600,1359,54.100,81,0,"2","1_Training"
300.300,311.700,1551,36.400,84,0,"2","2_Testing"
300.500,311.800,1596,34.800,87,0,"1","1_Training"
300.500,311.900,1670,26.300,89,0,"2","1_Training"
300.400,311.900,1868,21.300,92,0,"1","2_Testing"
300.600,312.000,1490,39.800,94,0,"2","1_Training"
300.500,311.900,1676,35.200,97,0,"2","1_Training"
300.500,311.900,1875,22.100,100,0,"2","1_Training"
300.500,312.000,1867,23.000,103,0,"2","2_Testing"
300.500,312.000,1646,29.500,106,0,"1","1_Training"
300.500,312.000,1375,43.200,108,0,"3","1_Training"
300.500,312.000,1558,36.700,113,0,"1","1_Training"
300.400,312.000,1631,34.900,115,0,"1","1_Training"
300.400,312.000,1366,43.000,117,0,"1","1_Training"
300.300,311.800,1360,48.000,119,0,"1","1_Training"
300.300,311.800,1547,39.700,121,0,"1","2_Testing"
300.300,311.700,1571,31.200,123,0,"1","1_Training"
300.200,311.500,1528,36.100,125,0,"1","2_Testing"
300.200,311.500,1432,43.600,127,0,"3","1_Training"
300.200,311.600,1356,53.500,132,0,"1","2_Testing"
300.100,311.500,1422,46.200,134,0,"3","2_Testing"
300.100,311.400,1438,42.200,139,0,"1","1_Training"
300.200,311.400,1483,44.400,141,0,"1","1_Training"
300.200,311.400,1331,49.800,143,0,"1","1_Training"
300.200,311.400,1463,37.500,145,0,"1","1_Training"
300.100,311.400,1446,40.600,147,0,"1","2_Testing"
300.100,311.400,1356,45.700,149,0,"1","1_Training"
300.100,311.300,1676,30.300,151,0,"1","1_Training"
300.100,311.400,1910,23.000,153,0,"1","1_Training"
300.200,311.600,1375,56.900,155,0,"1","1_Training"
300.200,311.600,1513,40.800,157,0,"2","1_Training"
300.200,311.600,1511,35.700,160,0,"1","1_Training"
300.200,311.600,1662,28.800,162,0,"3","1_Training"
300.200,311.700,1493,48.300,167,0,"1","2_Testing"
300.200,311.700,1555,37.400,169,0,"2","1_Training"
300.300,311.700,1452,41.500,172,0,"1","2_Testing"
300.200,311.600,1500,39.000,174,0,"1","1_Training"
300.200,311.700,1603,30.500,176,0,"1","1_Training"
300.300,311.700,1682,27.800,178,0,"1","2_Testing"
300.300,311.800,1567,37.700,180,0,"1","1_Training"
300.300,311.800,1413,46.000,182,0,"1","1_Training"
300.300,311.900,1429,41.600,184,0,"2","2_Testing"
300.300,311.900,1692,31.500,187,0,"1","1_Training"
300.400,311.900,1476,48.700,189,0,"1","1_Training"
300.400,312.000,1596,30.400,191,0,"2","1_Training"
300.300,311.900,1390,49.000,194,0,"3","1_Training"
300.300,311.800,1607,33.700,199,0,"2","1_Training"
300.300,311.700,1821,26.300,202,0,"1","1_Training"
300.300,311.800,2141,18.500,204,0,"3","1_Training"
300.400,311.800,1442,45.100,0,0,"2","1_Training"
300.400,311.700,1459,45.600,3,0,"1","1_Training"
300.400,311.800,2496,13.500,5,0,"3","1_Training"
300.400,311.800,1367,57.200,10,0,"1","1_Training"
300.300,311.800,2004,19.600,12,0,"1","2_Testing"
300.300,311.700,1406,47.500,14,0,"1","1_Training"
300.300,311.800,1548,33.000,16,0,"1","2_Testing"
300.300,311.700,1333,55.200,18,0,"1","1_Training"
300.200,311.600,1767,26.400,20,0,"1","2_Testing"
300.200,311.600,1827,27.000,22,0,"1","1_Training"
300.200,311.600,1533,46.400,24,0,"2","1_Training"
300.200,311.500,1515,36.800,27,0,"3","1_Training"
300.200,311.400,1568,41.000,32,0,"1","1_Training"
300.200,311.400,1452,47.800,34,0,"1","1_Training"
300.200,311.400,1433,37.900,36,0,"1","1_Training"
300.100,311.300,1650,33.800,38,0,"2","1_Training"
300.100,311.400,1629,31.300,41,0,"1","1_Training"
300.000,311.300,1520,39.200,43,0,"1","1_Training"
300.000,311.200,1393,43.100,45,0,"3","2_Testing"
299.900,311.200,1364,49.600,50,0,"3","1_Training"
299.900,311.300,1389,50.000,55,0,"2","2_Testing"
299.800,311.100,1466,46.100,58,0,"1","1_Training"
299.700,311.100,1650,32.400,60,0,"1","1_Training"
299.600,311.000,1554,36.300,62,0,"1","1_Training"
299.600,310.900,1474,39.700,64,0,"2","2_Testing"
299.500,310.800,1600,32.400,67,0,"3","2_Testing"
299.500,310.800,1356,54.900,72,0,"1","2_Testing"
299.500,310.800,1571,38.200,74,0,"1","1_Training"
299.600,310.900,1658,28.000,76,0,"1","1_Training"
299.600,310.800,1393,49.900,78,0,"1","1_Training"
299.700,311.000,1448,49.800,80,0,"2","1_Training"
299.700,310.900,1477,40.400,83,0,"1","1_Training"
299.700,311.000,1506,42.700,85,0,"2","1_Training"
299.700,310.900,1685,32.100,88,0,"2","1_Training"
299.600,310.900,1533,31.800,91,0,"1","2_Testing"
299.500,310.800,1447,41.000,93,0,"1","1_Training"
299.500,310.700,1488,39.500,95,0,"2","1_Training"
299.600,310.800,1427,50.400,98,0,"2","2_Testing"
299.500,310.700,1424,41.300,101,0,"2","1_Training"
299.500,310.700,1472,40.900,104,0,"1","1_Training"
299.500,310.700,1438,45.700,106,0,"1","1_Training"
299.600,310.800,1507,42.400,108,0,"1","2_Testing"
299.600,310.700,1393,52.100,110,0,"1","1_Training"
299.500,310.800,1283,52.400,112,0,"1","1_Training"
299.600,310.800,1644,30.900,114,0,"1","1_Training"
299.600,310.800,1498,46.900,116,0,"1","1_Training"
299.600,310.800,1400,40.800,118,0,"1","1_Training"
299.600,310.900,1679,31.200,120,0,"3","1_Training"
299.700,311.100,1618,30.300,125,0,"2","1_Training"
299.600,311.000,1714,30.200,128,0,"3","1_Training"
299.600,311.000,1574,35.000,133,0,"1","1_Training"
299.700,311.100,1574,36.400,135,0,"1","1_Training"
299.600,310.900,1472,40.900,137,0,"1","2_Testing"
299.600,311.000,1552,33.200,139,0,"1","1_Training"
299.700,311.100,1603,31.400,141,0,"1","2_Testing"
299.700,311.100,1353,47.100,143,0,"3","1_Training"
299.700,311.100,1690,30.600,148,0,"1","2_Testing"
299.800,311.200,1745,26.300,150,0,"2","1_Training"
299.900,311.300,1522,45.700,153,0,"1","1_Training"
300.000,311.400,1641,34.500,155,0,"3","1_Training"
299.900,311.400,1596,28.900,160,0,"1","1_Training"
299.900,311.400,1497,37.000,162,0,"3","1_Training"
299.900,311.300,1371,52.300,167,0,"1","1_Training"
299.900,311.300,1445,41.200,169,0,"2","2_Testing"
299.800,311.200,1564,40.000,172,0,"1","1_Training"
299.700,311.100,1439,44.900,174,0,"1","2_Testing"
299.700,311.200,1352,52.100,176,0,"1","1_Training"
299.800,311.300,1560,35.400,178,0,"1","1_Training"
299.700,311.200,1616,42.300,180,0,"2","1_Training"
299.700,311.200,1835,23.700,183,0,"1","1_Training"
299.700,311.100,1649,32.700,185,0,"2","1_Training"
299.800,311.100,1452,47.300,188,0,"1","1_Training"
299.800,311.100,2144,17.700,190,0,"1","1_Training"
299.700,311.100,1554,41.000,192,0,"1","1_Training"
299.700,311.000,1827,25.400,194,0,"1","1_Training"
299.600,310.900,1448,46.300,196,0,"1","1_Training"
299.600,310.900,1530,38.800,198,0,"2","1_Training"
299.700,311.000,1983,21.000,201,0,"1","2_Testing"
299.700,310.900,1620,37.200,203,0,"2","1_Training"
299.600,310.900,1630,29.800,206,0,"2","1_Training"
299.500,310.800,1873,22.300,211,0,"1","1_Training"
299.400,310.700,1426,45.700,213,0,"1","1_Training"
299.400,310.800,1622,33.600,217,0,"1","1_Training"
299.400,310.700,1492,45.700,219,0,"2","1_Training"
299.300,310.700,1374,48.900,222,0,"2","2_Testing"
299.300,310.800,1426,42.400,0,0,"1","1_Training"
299.300,310.900,1826,25.100,2,0,"2","2_Testing"
299.300,310.900,1669,32.400,5,0,"1","1_Training"
299.400,310.900,1473,40.100,7,0,"2","2_Testing"
299.400,310.900,1751,27.800,10,0,"1","2_Testing"
299.400,310.900,1446,47.300,12,0,"2","2_Testing"
299.300,310.800,1483,43.500,15,0,"1","1_Training"
299.200,310.700,1535,42.600,17,0,"1","1_Training"
299.200,310.700,1477,44.000,19,0,"1","1_Training"
299.300,310.800,1391,46.900,21,0,"1","2_Testing"
299.200,310.700,1636,29.400,23,0,"3","1_Training"
299.200,310.600,1675,33.300,28,0,"1","1_Training"
299.200,310.500,1329,48.900,30,0,"3","1_Training"
299.200,310.500,1548,33.500,35,0,"2","1_Training"
299.200,310.500,1391,45.800,38,0,"1","2_Testing"
299.100,310.500,1437,43.100,40,0,"1","1_Training"
299.200,310.600,1370,61.900,42,0,"1","2_Testing"
299.100,310.600,1577,37.100,44,0,"1","2_Testing"
299.100,310.500,1485,37.800,46,0,"1","2_Testing"
299.000,310.400,1504,34.300,48,0,"1","1_Training"
298.900,310.300,1551,35.200,50,0,"2","1_Training"
299.100,310.500,1428,43.000,53,0,"2","1_Training"
299.000,310.500,1755,27.900,56,0,"1","1_Training"
299.100,310.500,1329,54.900,58,0,"1","1_Training"
299.100,310.500,1496,35.200,60,0,"1","1_Training"
299.100,310.500,1532,36.600,62,0,"1","1_Training"
299.100,310.500,1389,61.400,64,0,"1","1_Training"
299.100,310.400,1524,51.400,66,0,"2","1_Training"
299.100,310.400,1422,49.300,69,0,"2","1_Training"
299.100,310.500,1739,27.400,72,0,"1","2_Testing"
299.100,310.500,1736,26.900,74,0,"1","1_Training"
299.100,310.500,1419,48.800,76,0,"1","1_Training"
299.100,310.600,1326,49.700,78,0,"1","2_Testing"
299.100,310.600,1449,43.200,80,0,"2","2_Testing"
299.200,310.600,1534,39.700,83,0,"1","1_Training"
299.200,310.600,1443,50.900,85,0,"2","1_Training"
299.200,310.600,1498,41.100,88,0,"1","1_Training"
299.100,310.600,1796,26.000,90,0,"1","1_Training"
299.100,310.400,1519,45.300,92,0,"1","2_Testing"
299.000,310.400,1339,49.600,94,0,"1","1_Training"
299.000,310.400,1483,41.500,96,0,"1","1_Training"
298.900,310.200,2099,20.000,98,0,"2","1_Training"
299.000,310.300,1689,29.700,101,0,"2","1_Training"
299.100,310.400,1369,54.500,104,0,"3","1_Training"
299.000,310.400,1512,38.800,109,0,"1","1_Training"
299.000,310.300,1552,39.900,114,0,"1","1_Training"
299.000,310.400,1713,28.000,116,0,"1","1_Training"
298.900,310.300,1456,44.100,118,0,"1","2_Testing"
299.000,310.400,1524,39.800,120,0,"1","1_Training"
299.000,310.400,1394,45.200,122,0,"2","1_Training"
299.000,310.400,1981,21.200,125,0,"1","1_Training"
299.000,310.400,1565,36.100,127,0,"1","1_Training"
299.100,310.400,1657,31.000,129,0,"1","1_Training"
299.000,310.400,1625,37.100,131,0,"2","1_Training"
299.000,310.400,1606,31.100,134,0,"1","1_Training"
299.000,310.500,1336,56.800,136,0,"3","1_Training"
299.000,310.600,1587,34.200,141,0,"2","2_Testing"
299.100,310.600,1602,39.700,144,0,"1","1_Training"
299.100,310.500,1471,38.400,146,0,"1","1_Training"
299.100,310.600,1332,48.000,148,0,"3","2_Testing"
299.200,310.600,1434,48.400,153,0,"3","1_Training"
299.100,310.600,1921,23.900,158,0,"1","1_Training"
299.200,310.600,1704,30.600,160,0,"3","1_Training"
299.100,310.600,1397,49.500,165,0,"2","1_Training"
299.100,310.600,1791,28.000,168,0,"3","1_Training"
299.100,310.600,1818,24.100,173,0,"1","1_Training"
299.200,310.700,1540,36.300,175,0,"1","1_Training"
299.200,310.800,1502,39.800,177,0,"2","1_Training"
299.200,310.800,1761,30.400,180,0,"3","1_Training"
299.100,310.800,1517,38.400,185,0,"2","1_Training"
299.100,310.700,1309,51.100,188,0,"1","1_Training"
298.900,310.600,1363,52.600,190,0,"1","1_Training"
299.000,310.600,1787,22.200,192,0,"2","1_Training"
298.900,310.500,1640,29.200,195,0,"1","1_Training"
298.900,310.600,1720,25.300,197,0,"2","2_Testing"
298.800,310.500,1384,52.800,200,0,"1","2_Testing"
298.800,310.500,1294,55.800,202,0,"3","1_Training"
298.800,310.500,1464,46.400,207,0,"1","1_Training"
298.800,310.600,1803,25.400,209,0,"1","1_Training"
298.800,310.600,1602,39.100,211,0,"1","1_Training"
298.900,310.600,1519,38.800,213,0,"3","1_Training"
298.900,310.700,1638,33.600,218,0,"2","1_Training"
298.900,310.600,1615,33.000,221,0,"3","1_Training"
298.800,310.600,1651,33.300,0,0,"1","1_Training"
298.900,310.600,1387,52.700,2,0,"1","1_Training"
298.800,310.500,1678,32.800,4,0,"2","1_Training"
298.900,310.600,1585,38.100,7,0,"1","2_Testing"
298.800,310.600,1640,33.800,9,0,"2","1_Training"
298.900,310.600,1406,43.800,12,0,"1","1_Training"
298.900,310.600,1679,35.800,14,0,"2","1_Training"
298.900,310.500,1717,26.900,17,0,"1","2_Testing"
298.900,310.500,1429,39.900,19,0,"3","1_Training"
298.900,310.400,1533,44.400,24,0,"2","1_Training"
298.900,310.500,1525,38.500,27,0,"2","1_Training"
298.900,310.400,1739,26.300,30,0,"1","1_Training"
298.900,310.300,1436,39.000,32,0,"1","1_Training"
298.800,310.200,1595,33.100,34,0,"2","1_Training"
298.700,310.100,1435,45.600,37,0,"3","1_Training"
298.700,310.000,1637,31.800,42,0,"1","1_Training"
298.700,310.100,1558,37.600,44,0,"1","1_Training"
298.700,310.100,1644,34.100,46,0,"2","1_Training"
298.700,310.100,1641,31.100,49,0,"1","1_Training"
298.800,310.200,1504,41.000,51,0,"1","2_Testing"
298.700,310.100,1506,50.700,53,0,"2","1_Training"
298.800,310.100,1380,44.000,56,0,"3","2_Testing"
298.700,310.100,1549,42.500,61,0,"2","1_Training"
298.700,310.100,1401,45.300,67,0,"1","2_Testing"
298.700,310.000,1459,40.200,69,0,"2","1_Training"
298.700,309.900,1465,39.700,72,0,"1","1_Training"
298.800,310.000,1295,52.700,74,0,"2","2_Testing"
298.800,310.000,1529,38.500,77,0,"2","1_Training"
298.800,310.000,1484,44.900,80,0,"2","2_Testing"
298.800,309.900,1739,30.600,83,0,"1","1_Training"
298.700,309.800,1422,40.700,85,0,"3","2_Testing"
298.800,309.800,1463,40.000,90,0,"1","1_Training"
298.700,309.700,1667,30.400,92,0,"1","1_Training"
298.700,309.700,1565,39.300,94,0,"3","2_Testing"
298.700,309.700,1393,45.700,99,0,"1","1_Training"
298.800,309.700,1453,47.700,101,0,"2","1_Training"
298.800,309.600,1442,50.000,104,0,"1","1_Training"
298.700,309.600,1364,44.900,106,0,"1","1_Training"
298.700,309.500,1453,40.400,108,0,"3","1_Training"
298.700,309.500,1394,46.000,113,0,"2","2_Testing"
298.700,309.500,1500,38.800,116,0,"2","1_Training"
298.600,309.500,1523,34.200,119,0,"3","2_Testing"
298.700,309.600,1254,57.100,124,0,"2","1_Training"
298.600,309.500,1325,52.200,127,0,"1","1_Training"
298.800,309.700,1424,49.600,129,0,"1","1_Training"
298.800,309.700,1505,39.000,131,0,"1","1_Training"
298.800,309.700,1392,48.700,133,0,"2","2_Testing"
298.800,309.700,1529,44.000,136,0,"1","1_Training"
298.800,309.700,1477,48.500,138,0,"2","2_Testing"
298.800,309.700,1459,47.300,141,0,"2","1_Training"
299.000,309.800,2240,15.900,144,0,"2","1_Training"
298.900,309.700,1449,48.800,147,0,"1","2_Testing"
298.800,309.700,1589,35.300,149,0,"2","1_Training"
298.800,309.700,1740,28.500,152,0,"1","1_Training"
298.800,309.700,1499,40.300,154,0,"2","2_Testing"
298.800,309.700,1480,38.100,157,0,"2","1_Training"
298.800,309.700,1751,29.600,160,0,"1","1_Training"
298.700,309.700,1510,40.600,162,0,"1","1_Training"
298.800,309.800,1437,48.200,164,0,"3","1_Training"
298.800,309.700,1609,40.400,169,0,"1","1_Training"
298.800,309.800,1490,35.900,171,0,"3","1_Training"
298.700,309.700,1601,35.700,176,0,"1","1_Training"
298.700,309.600,1665,31.100,178,0,"1","1_Training"
298.700,309.600,1452,42.700,180,0,"2","1_Training"
298.700,309.500,1487,33.600,183,0,"2","2_Testing"
298.700,309.600,1382,48.100,186,0,"2","1_Training"
298.700,309.600,1686,26.200,189,0,"2","1_Training"
298.600,309.600,1491,36.900,192,0,"1","2_Testing"
298.700,309.600,1442,55.600,194,0,"1","1_Training"
298.600,309.600,1390,50.300,196,0,"1","1_Training"
298.700,309.600,1502,46.700,198,0,"1","2_Testing"
298.600,309.600,1344,59.400,200,0,"2","2_Testing"
298.700,309.700,1547,37.400,0,0,"1","2_Testing"
298.600,309.600,1525,42.400,2,0,"2","2_Testing"
298.600,309.600,1540,35.800,5,0,"1","2_Testing"
298.600,309.500,1450,44.300,7,0,"1","1_Training"
298.600,309.600,1353,62.500,9,0,"1","2_Testing"
298.800,309.700,1582,45.000,11,0,"1","1_Training"
298.900,309.800,1396,49.000,13,0,"1","2_Testing"
298.800,309.800,1551,36.600,15,0,"2","1_Training"
298.900,309.800,1836,22.800,18,0,"2","1_Training"
298.900,309.800,1390,49.900,21,0,"1","1_Training"
298.900,309.800,1534,42.100,23,0,"1","1_Training"
298.800,309.700,1953,20.600,25,0,"1","1_Training"
298.800,309.800,1634,33.600,27,0,"1","2_Testing"
298.700,309.700,1881,21.700,29,0,"1","1_Training"
298.800,309.700,1448,44.800,31,0,"2","1_Training"
298.700,309.700,1362,50.500,34,0,"2","1_Training"
298.800,309.700,1225,63.400,37,0,"1","1_Training"
298.800,309.600,1384,48.200,39,0,"2","1_Training"
298.800,309.800,1334,49.300,42,0,"1","2_Testing"
298.800,309.700,1336,50.300,44,0,"1","1_Training"
298.800,309.900,1331,61.600,46,0,"2","1_Training"
298.800,309.900,1629,31.900,49,0,"1","1_Training"
298.900,310.000,1776,25.700,51,0,"1","1_Training"
298.800,310.000,1530,38.300,53,0,"3","1_Training"
298.900,310.000,1719,27.300,58,0,"1","1_Training"
298.800,309.900,1495,35.200,60,0,"2","1_Training"
298.800,309.700,1450,43.100,63,0,"1","1_Training"
298.800,309.800,1563,38.800,65,0,"3","2_Testing"
298.900,309.900,1501,37.100,70,0,"2","1_Training"
298.800,309.900,1351,47.200,73,0,"1","2_Testing"
298.900,309.900,1365,46.500,75,0,"1","1_Training"
298.800,309.900,1525,39.700,77,0,"1","2_Testing"
298.800,309.800,1288,61.900,79,0,"2","2_Testing"
298.600,309.600,1423,42.700,82,0,"1","2_Testing"
298.500,309.600,1502,39.400,84,0,"2","1_Training"
298.500,309.500,1428,43.500,87,0,"1","2_Testing"
298.600,309.500,1566,38.100,89,0,"2","1_Training"
298.500,309.500,1483,44.800,92,0,"2","1_Training"
298.600,309.600,1593,33.300,95,0,"3","1_Training"
298.500,309.600,1724,26.400,100,0,"1","2_Testing"
298.600,309.700,1294,59.400,104,0,"1","1_Training"
298.600,309.600,1533,40.700,106,0,"1","2_Testing"
298.500,309.400,1671,31.800,108,0,"3","1_Training"
298.500,309.500,1370,52.400,113,0,"1","1_Training"
298.500,309.600,1462,45.100,115,0,"1","1_Training"
298.400,309.500,1545,36.600,117,0,"1","2_Testing"
298.400,309.500,1484,41.700,119,0,"2","1_Training"
298.400,309.500,1344,45.300,122,0,"2","1_Training"
298.400,309.500,1357,50.100,125,0,"1","1_Training"
298.500,309.600,1572,33.000,127,0,"2","2_Testing"
298.500,309.600,1861,26.900,130,0,"1","1_Training"
298.500,309.500,1548,44.500,132,0,"1","1_Training"
298.600,309.800,1496,37.700,134,0,"1","2_Testing"
298.600,309.700,1314,49.700,136,0,"2","1_Training"
298.600,309.700,1422,49.700,139,0,"2","1_Training"
298.600,309.800,1842,20.100,142,0,"1","1_Training"
298.700,309.900,1434,53.000,144,0,"2","2_Testing"
298.800,310.100,1585,31.300,147,0,"2","2_Testing"
298.800,310.100,1704,30.700,150,0,"3","1_Training"
298.900,310.200,1971,23.200,155,0,"1","1_Training"
299.000,310.300,1431,39.900,157,0,"1","2_Testing"
298.900,310.400,1546,37.700,159,0,"1","1_Training"
298.900,310.300,1496,36.300,161,0,"1","1_Training"
298.900,310.300,1243,63.000,163,0,"3","1_Training"
299.000,310.400,1452,46.200,168,0,"1","2_Testing"
299.100,310.600,1380,44.700,170,0,"1","2_Testing"
299.200,310.600,1567,38.400,172,0,"1","1_Training"
299.100,310.500,1628,35.900,174,0,"1","1_Training"
299.100,310.400,1505,46.100,176,0,"1","1_Training"
299.000,310.300,1827,28.000,178,0,"2","1_Training"
299.000,310.300,1577,40.000,181,0,"1","1_Training"
298.900,310.200,1304,57.200,183,0,"1","1_Training"
298.900,310.100,1324,54.600,185,0,"3","1_Training"
298.800,310.000,1537,39.900,190,0,"1","1_Training"
298.800,310.100,1501,48.700,192,0,"2","2_Testing"
298.700,309.900,1654,29.100,195,0,"2","1_Training"
298.700,310.000,1519,38.100,198,0,"2","2_Testing"
298.700,309.900,1371,51.300,201,0,"1","2_Testing"
298.600,309.800,1469,42.800,205,0,"1","1_Training"
298.600,309.800,1637,34.600,207,0,"1","1_Training"
298.600,309.800,1370,56.000,0,0,"1","1_Training"
298.600,309.900,1630,30.600,2,0,"1","1_Training"
298.600,310.000,1517,39.000,4,0,"1","1_Training"
298.600,309.900,1668,32.300,6,0,"2","1_Training"
298.600,309.900,1818,24.900,9,0,"2","1_Training"
298.600,310.000,1541,36.900,12,0,"2","1_Training"
298.500,309.900,1482,42.100,15,0,"1","1_Training"
298.600,310.100,1439,49.900,17,0,"1","2_Testing"
298.500,310.000,1492,41.200,19,0,"1","1_Training"
298.400,309.900,1725,27.800,21,0,"1","1_Training"
298.400,310.000,1559,44.200,23,0,"1","2_Testing"
298.500,310.000,1435,42.500,25,0,"1","2_Testing"
298.600,310.000,1512,37.500,27,0,"2","1_Training"
298.600,309.900,1564,37.100,30,0,"1","1_Training"
298.600,310.000,1522,40.300,32,0,"1","2_Testing"
298.600,309.900,1356,59.500,34,0,"1","1_Training"
298.600,309.900,1556,38.600,36,0,"1","1_Training"
298.600,309.900,1393,45.500,38,0,"1","1_Training"
298.700,309.900,1753,26.800,40,0,"1","1_Training"
298.700,309.900,1651,29.500,42,0,"1","2_Testing"
298.700,309.900,1372,54.700,44,0,"1","1_Training"
298.700,309.900,1446,43.300,46,0,"1","1_Training"
298.700,309.800,1501,44.700,48,0,"2","1_Training"
298.700,309.900,1411,45.100,51,0,"2","1_Training"
298.600,309.700,1672,27.500,54,0,"3","1_Training"
298.700,309.800,1475,40.500,59,0,"2","1_Training"
298.700,309.800,1469,38.400,62,0,"1","1_Training"
298.600,309.800,1704,28.300,64,0,"1","1_Training"
298.600,309.700,1463,39.100,66,0,"3","2_Testing"
298.600,309.700,1280,64.100,71,0,"2","1_Training"
298.700,309.900,1464,38.000,74,0,"1","1_Training"
298.600,309.800,1332,46.400,76,0,"1","2_Testing"
298.500,309.700,1634,37.800,78,0,"1","1_Training"
298.600,309.800,1430,43.100,80,0,"2","1_Training"
298.500,309.700,1523,44.600,83,0,"2","1_Training"
298.500,309.700,1557,37.700,86,0,"2","1_Training"
298.500,309.600,1585,32.200,89,0,"1","1_Training"
298.500,309.600,1579,33.500,91,0,"3","1_Training"
298.500,309.700,1354,60.800,96,0,"2","2_Testing"
298.600,309.700,1627,33.400,99,0,"1","1_Training"
298.400,309.600,1477,35.600,101,0,"1","1_Training"
298.300,309.400,1595,29.000,103,0,"2","1_Training"
298.400,309.500,1520,38.100,106,0,"1","1_Training"
298.300,309.400,1618,31.500,108,0,"1","2_Testing"
298.400,309.500,1397,50.300,110,0,"1","1_Training"
298.400,309.500,1450,47.900,112,0,"1","1_Training"
298.500,309.500,1501,40.200,114,0,"2","1_Training"
298.400,309.400,1392,50.100,117,0,"1","2_Testing"
298.400,309.400,1385,43.200,119,0,"1","1_Training"
298.400,309.400,1461,46.300,121,0,"1","1_Training"
298.500,309.600,1364,58.700,123,0,"2","1_Training"
